Artist,Birth,Death,Art Title,DoC,Estimate,price,Dimentions,close date,Auction Title
Jan van Kessel I  and Victor Wolfvoet II ,Antwerp,1679,"Allegory of sight, a view of Antwerp beyond",0,"GBP 60,000 – GBP 80,000","GBP 162,500",(62 x 82.6 cm.),6 Jul 2018,"2018 | LIVE AUCTION 15495
OLD MASTERS DAY SALE"
Cy Gavin ,1985,0,Portrait of My Father,2014,"USD 50,000 – USD 70,000","USD 62,500",(138.7 x 247.7 cm.),7 Oct 2020,"2020 | LIVE AUCTION 18977
POST-WAR & CONTEMPORARY ART DAY SALE"
MAX BILL ,1908,1994,"austausch als einheit, 1965",0,"CHF 25,000 – CHF 35,000","CHF 50,400",0,22 Sep 2014,"2014 | LIVE AUCTION 2003
SWISS ART SALE"
Alexander Calder ,1898,1976,"Yellow Flower, Red Flower",1972,"USD 40,000 – USD 60,000","USD 106,250",(74.2 x 109.2 cm.),4 Mar 2016,"2016 | LIVE AUCTION 12121
FIRST OPEN | POST-WAR AND CONTEMPORARY ART"
A LOUIS XVI ORMOLU AND WHITE MARBLE MANTEL CLOCK,43,tone,CIRCA 1785,1781,"USD 5,000 - USD 8,000","USD 4,750",0,29 Jun 2021,"15 Jun - 29 Jun 2021 | Online Auction 20210
Vince Camuto: Designer and Collector"
Ghada Amer ,1963,0,Mon Dieu,1991,"USD 4,000 – USD 6,000","USD 2,500",(20.3 x 29.2 cm.),17 Jul 2013,"2013 | LIVE AUCTION 3424
FIRST OPEN: SUMMER EDITION"
A GERMAN SILVER-GILT CUP AND COVER,26,GILT,"MARK OF BALDUIN DRENTWETT, AUGSBURG, CIRCA 1620",0,"GBP 1,500 – GBP 2,000","GBP 6,000",0,8 Jul 2015,"2015 | LIVE AUCTION 11670
THE COLLECTION OF A DISTINGUISHED SWISS GENTLEMAN"
Michael Ayrton ,1921,1975,"Hommes/Femmes, from: Paul Verlaine",0,"GBP 800 – GBP 1,200",GBP 875,0,16 Oct 2013,"2013 | LIVE AUCTION 9569
MODERN BRITISH AND IRISH ART"
Yves Klein ,1928,1962,Anthropométrie (ANT 49),1960,"GBP 1,000,000 – GBP 1,500,000","GBP 1,295,650",(109 x 65cm.),27 Jun 2012,"2012 | LIVE AUCTION 5488
POST-WAR AND CONTEMPORARY ART EVENING AUCTION"
After a design by Diego Giacometti ,1902,1985,La promenade des amis,1984,"GBP 6,000 – GBP 8,000","GBP 21,250",(227.2 x 171 cm.),7 Feb 2013,"2013 | LIVE AUCTION 1105
IMPRESSIONIST/MODERN DAY SALE"
Albert Gleizes ,1881,1953,Composition pour la contemplation,1942,"EUR 150,000 – EUR 250,000","EUR 187,500",0,23 Oct 2020,"2020 | LIVE AUCTION 18911
ART MODERNE"
JOSEF KOUDELKA ,0,0,"France, 1987",0,"USD 20,000 – USD 30,000","USD 40,000",(35.5 x 54.2 cm.),5 Oct 2018,"2018 | LIVE AUCTION 16382
PHOTOGRAPHS"
Paul Signac ,1863,1935,"La Corne d'Or, les minarets",1907,"GBP 4,000,000 – GBP 6,000,000","GBP 6,201,250",(73 x 92.5 cm.),20 Jun 2012,"2012 | LIVE AUCTION 5465
IMPRESSIONIST/MODERN ART EVENING SALE"
A PAIR OF FAUX-MARBLE DECORATED FLUTED CIRCULAR PEDESTALS,106,MARBLE,20TH CENTURY,0,"USD 1,000 – USD 1,500","USD 1,250",0,30 Mar 2016,"2016 | LIVE AUCTION 11414
LIVING WITH ART"
AN ITALIAN GILTWOOD PICTURE FRAME MIRROR,98,carved,"18TH CENTURY, ALTERED IN SIZE",0,"GBP 1,000 - GBP 1,500",GBP 750,(98 x 77.5 cm.),4 Aug 2020,"14 Jul - 4 Aug 2020 | Online Auction 18852
An Aristocratic Château on the Côte d’Azur"
Gilbert & George ,1943,0,Dating,2008,"GBP 80,000 – GBP 120,000","GBP 80,500",(75.7 x 63.5cm.),12 Feb 2016,"2016 | LIVE AUCTION 11796
POST-WAR AND CONTEMPORARY ART DAY AUCTION"
Paul Gregoire ,French,1819,An ancient temple with visitors and beggars in front,0,USD 500 – USD 800,"USD 3,000",(33 x 58 cm.),8 Oct 2013,"2013 | LIVE AUCTION 3433
ARBITERS OF STYLE: THE COLLECTION OF ANTHONY HAIL & CHARLES POSEY"
Pablo Picasso ,1881,1973,Picador (A.R. 176),1952,"EUR 1,500 - EUR 2,000","EUR 2,125",0,27 Oct 2020,"15 Oct - 27 Oct 2020 | Online Auction 19966
The Fall/Winter Modern Art Week 2020"
Matta ,1911,2002,Un poéte de notre connaissance,1946,"USD 5,000 – USD 7,000","USD 3,250",(22.9 x 15.2 cm.),24 Jul 2014,"2014 | LIVE AUCTION 2867
FIRST OPEN: SUMMER EDITION"
Bradley Biancardi ,1977,0,Garbage Wrapped in Human Skin with Sores,2016,"USD 4,000 - USD 6,000","USD 3,750",(78.7 x 76.2 cm.),27 May 2020,"12 May - 27 May 2020 | Online Auction 19574
Vice"
Georges Rouault ,1871,1958,Povre Pierrot,0,"USD 10,000 – USD 15,000","USD 18,750",(19.4 x 15.6 cm.),13 May 2016,"2016 | LIVE AUCTION 12070
IMPRESSIONIST & MODERN ART WORKS ON PAPER"
Moïse Kisling ,1891,1953,Paysage,0,"EUR 15,000 – EUR 20,000","EUR 44,700",0,31 Mar 2016,"2016 | LIVE AUCTION 12609
ART IMPRESSIONNISTE & MODERNE"
RAOUL UBAC ,1910,1985,"La Nébuleuse, 1939",0,"EUR 6,000 – EUR 8,000","EUR 16,250",(15 ¾ x 11 5/8 in.),9 Nov 2021,"2021 | LIVE AUCTION 19834
PHOTOGRAPHIES"
Pierre-Auguste Renoir ,1841,Auguste,Groupe de femmes,1896,"GBP 40,000 – GBP 60,000","GBP 43,750",(44.2 x 61 cm.),3 Feb 2016,"2016 | LIVE AUCTION 11790
IMPRESSIONIST & MODERN WORKS ON PAPER"
Gerhard Richter ,1932,0,Karmin (Carmine),1994,"GBP 9,000,000 – GBP 14,000,000","GBP 9,602,500",(200 x 200cm.),11 Feb 2015,"2015 | LIVE AUCTION 10337
POST-WAR AND CONTEMPORARY ART EVENING AUCTION"
Han Snel ,1925,1998,Bali life,1974,"EUR 15,000 – EUR 20,000","EUR 47,100",0,7 Jun 2016,"2016 | LIVE AUCTION 3064
MODERN ART"
Georg Baselitz ,1938,0,Fahrradfahrer (Cyclist),1982,"EUR 28,000 – EUR 32,000","EUR 131,250",0,24 Apr 2018,"2018 | LIVE AUCTION 15805
POST-WAR AND CONTEMPORARY ART"
ROY LICHTENSTEIN ,1923,1997,Paper Plate,0,"USD 1,000 - USD 1,500","USD 1,625",0,17 Jul 2018,"9 Jul - 17 Jul 2018 | Online Auction 16471
Contemporary Edition"
"A SET OF TWO: A PAIR OF BROWN MADNESS x MAISON MIHARA YASUHIRO BAKER MM05 PROTOTYPE & A PAIR OF ORANGE AND ARMY GREEN MADNESS x MAISON MIHARA YASUHIRO BAKER MM05 PROTOTYPE, 2020",0,0,"MADNESS, 2020",0,"HKD 10,000 - HKD 20,000","HKD 5,250",0,28 Sep 2021,"17 Sep - 28 Sep 2021 | Online Auction 20909
No Time Like Present"
Alexander Calder ,1898,1976,Ball Game,1974,"USD 40,000 – USD 60,000","USD 137,000",(109.2 x 74.3 cm.),4 Mar 2016,"2016 | LIVE AUCTION 12121
FIRST OPEN | POST-WAR AND CONTEMPORARY ART"
The Monogrammist I.D.M.,0,0,"A capriccio of the Tiber, Rome, with figures boating by Castel Sant'Angelo, Villa Medici beyond",0,"GBP 15,000 – GBP 20,000","GBP 25,000",(47.7 x 74.7 cm.),10 Jul 2015,"2015 | LIVE AUCTION 10390
OLD MASTER & BRITISH PAINTINGS DAY SALE"
ROY LICHTENSTEIN ,1923,1997,Modern Sculpture with Apertures,0,"GBP 4,000 - GBP 6,000","GBP 5,250",(overall),1 Apr 2021,"16 Mar - 1 Apr 2021 | Online Auction 18571
Prints & Multiples"
MICHEL JOURNIAC ,1943,1995,"24h de la vie d'une femme, 1974",0,"EUR 15,000 – EUR 20,000","EUR 39,900",(11 x 10 7/8 in.),14 Nov 2013,"2013 | LIVE AUCTION 3580
AGATHE GAILLARD ET LA PHOTOGRAPHIE : UNE PIONNIÈRE À PARIS"
REMBRANDT HARMENSZ. VAN RIJN ,1606,1669,Pieter Haaringh (‘Young Haaringh’),0,"GBP 4,000 - GBP 6,000","GBP 11,875",0,3 Jul 2019,"27 Jun - 3 Jul 2019 | Online Auction 16229
Three Northern Masters"
Robert Nava ,1985,0,Ejected Driver,2017,"USD 20,000 – USD 30,000","USD 47,500",(96.2 x 74.3 cm.),7 Oct 2020,"2020 | LIVE AUCTION 18977
POST-WAR & CONTEMPORARY ART DAY SALE"
CLAUDE VIGNON ,TOURS,1670,L'Enlèvement d'Hélène,0,"EUR 3,000 – EUR 5,000","EUR 7,500",0,21 Mar 2018,"2018 | LIVE AUCTION 15600
DESSINS ANCIENS ET DU XIXE SIÈCLE"
PABLO PICASSO ,1881,1973,"Minotaure et femme derrière un rideau, from La Suite Vollard",0,"USD 8,000 - USD 12,000","USD 10,625",(191 x 267 mm.),19 Nov 2020,"5 Nov - 19 Nov 2020 | Online Auction 18860
Modern Edition"
"LAURENCE STEPHEN LOWRY, R.A. ",1887,1976,Trawler at Sea,1962,"GBP 15,000 – GBP 25,000","GBP 23,750",(34.9 x 25 cm.),2 Mar 2021,"2021 | LIVE AUCTION 19784
MODERN BRITISH ART DAY SALE"
Auguste Rodin ,1840,1917,"Éternel printemps, second état, 4ème réduction dite aussi ""no. 2""",1884,"EUR 180,000 – EUR 230,000","EUR 225,000",0,29 Mar 2019,"2019 | LIVE AUCTION 17000
IMPRESSIONIST & MODERN ART"
CHARLES MARVILLE  ,0,0,"Passage du Dragon (6e arr.), view from the entrance, 1860s",0,"USD 3,000 - USD 5,000","USD 1,250",(33.6 x 27.3 cm.),19 Jul 2018,"9 Jul - 19 Jul 2018 | Online Auction 16653
MoMA: Tracing Photography's History"
HENRI MATISSE ,1869,1954,"Figure assise, blouse transparente",0,"USD 10,000 - USD 15,000","USD 21,250",(648 x 502 mm.),7 Dec 2017,"28 Nov - 7 Dec 2017 | Online Auction 14921
Modern Edition"
KAWS ,1974,0,CHUM (KCO14),2016,"USD 120,000 – USD 180,000","USD 247,500",(152.4 x 124.4 x 4.4 cm.),16 Nov 2016,"2016 | LIVE AUCTION 12159
POST-WAR & CONTEMPORARY ART AFTERNOON SALE"
A PARCEL-GILT AND WHITE-PAINTED THREE-FOLD SCREEN MOUNTED WITH WOVEN BLUE-SILK PANELS,183,GILT,"THE SILK PROBABLY FRENCH AND FIRST QUARTER 19TH CENTURY, THE FRAME LATE 19TH/ EARLY 20TH CENTURY",0,0,0,0,19 Sep 2019,"2019 | LIVE AUCTION 17346
VISIONS OF COLLECTING: ROYAL AND ARISTOCRATIC, AN IMPORTANT PRIVATE COLLECTION"
Frank Stella ,0,0,Maquette I for Leblon,1975,"USD 150,000 – USD 200,000","USD 150,000",(86.3 x 144.1 x 13 cm.),18 May 2017,"2017 | LIVE AUCTION 14188
POST-WAR AND CONTEMPORARY ART MORNING SESSION"
RAOUL DUFY ,1877,1953,"Deauville, bateaux à quai",1928,"GBP 35,000 - GBP 55,000","GBP 43,750",(50 x 65.5 cm.),17 Jul 2020,"30 Jun - 17 Jul 2020 | Online Auction 19617
Joie de Vivre: Modern Art and the Riviera"
A PAIR OF GEORGE II GILTWOOD PIER MIRRORS,193,scroll,"CIRCA 1750-SCROLL, S-SCROLL, FRUITING, FOLIATE AND ROCKWORK CARVED FRAME, THE DIVIDING BAR CENTRED BY A CARVED EAGLE, REFRESHMENTS TO GILDING, THE LEAF CARVING TO THE CRESTING AND SHOULDERS LATER",0,"GBP 40,000 – GBP 60,000","GBP 106,250",(193 x 71 cm.),13 Jun 2018,"2018 | LIVE AUCTION 16353
KENNETH NEAME: INCLUDING ARTS OF INDIA, ENGLISH AND EUROPEAN FURNITURE AND WORKS OF ART, EUROPEAN AND CHINESE CERAMICS, CHINESE AND OLD MASTER PAINTINGS"
"School of Constance, c. 1470",0,0,The Adoration of the Magi; a wing from an altarpiece,0,"EUR 15,000 – EUR 25,000","EUR 18,750",0,18 Nov 2015,"2015 | LIVE AUCTION 3058
OLD MASTERS & 19TH CENTURYART - (INCLUDING DUTCH IMPRESSIONISM)"
ANDY WARHOL ,1928,1987,$ (1): one plate,0,"USD 30,000 – USD 50,000","USD 40,000",(500 x 396 mm.),20 Apr 2018,"2018 | LIVE AUCTION 16121
PRINTS AND MULTIPLES"
"Florentine School, circa 1610",0,0,Head of a boy,0,"GBP 20,000 – GBP 30,000","GBP 26,250",(40.2 x 29.6 cm.),4 Dec 2013,"2013 | LIVE AUCTION 1165
OLD MASTER & BRITISH PAINTINGS DAY SALE"
PABLO PICASSO ,1881,1973,Oiseau polychrome (A.R. 33),1947,"GBP 6,000 - GBP 8,000","GBP 8,125",0,7 Feb 2020,"30 Jan - 7 Feb 2020 | Online Auction 17515
Picasso Ceramics Online"
Alexander Archipenko ,1887,1964,Woman with Fan,1914,"USD 300,000 – USD 500,000","USD 324,500",0,16 May 2018,"2018 | LIVE AUCTION 15973
IMPRESSIONIST AND MODERN ART DAY SALE"
"Dame Elisabeth Frink, R.A. ",1930,1993,Baboon,1976,"GBP 15,000 – GBP 25,000","GBP 27,500",0,11 Jul 2013,"2013 | LIVE AUCTION 1124
MODERN BRITISH ART DAY SALE"
Alberto Giacometti ,1901,1966,"Lampadaire, modèle (étoile)",1966,"GBP 60,000 – GBP 80,000","GBP 115,250",0,7 Feb 2013,"2013 | LIVE AUCTION 1105
IMPRESSIONIST/MODERN DAY SALE"
Jean-Auguste-Dominique Ingres ,1780,Auguste,"Portrait d'un gentilhomme, présumé Charles-Bernardin-Ghislain Coppieters-Stochove",1813,"USD 150,000 – USD 200,000","USD 341,000",(26.9 x 19.5 cm.),5 Nov 2013,"2013 | LIVE AUCTION 3443
A DIALOGUE THROUGH ART: WORKS FROM THE JAN KRUGIER COLLECTION DAY SALE"
Luca Cambiaso ,Moneglia,1585,Saint Anthony pursued by demons,0,"USD 20,000 – USD 30,000","USD 50,000",(41 x 28.6 cm.),24 Jan 2017,"2017 | LIVE AUCTION 13246
OLD MASTER DRAWINGS"
ALBRECHT DÜRER ,1471,1528,"The Adoration of the Magi, from: The Life of the Virgin",0,"USD 4,000 – USD 6,000","USD 12,500",0,29 Jan 2019,"2019 | LIVE AUCTION 16544
OLD MASTER PRINTS"
A POLYCHROME DECORATED STUCCO OF THE VIRGIN AND CHILD,0,0,"AFTER THE MODEL BY LORENZO GHIBERTI, ITALIAN, PROBABLY 16TH CENTURY",0,"USD 10,000 – USD 15,000","USD 10,000",0,27 Apr 2017,"2017 | LIVE AUCTION 13874
OLD MASTER PAINTINGS AND SCULPTURE"
Asger Jorn ,1914,1973,Die Windsbraut (The Bride of the Wind),1972,"EUR 100,000 – EUR 150,000","EUR 146,500",0,2 Nov 2016,"2016 | LIVE AUCTION 3065
POST-WAR AND CONTEMPORARY ART"
SILVIO MATTIOLI ,1929,2011,Untitled,0,"CHF 2,000 - CHF 3,000","CHF 2,125",0,29 Sep 2020,"7 Sep - 29 Sep 2020 | Online Auction 18817
Swiss Art Online Sale"
Thomas Zipp ,1966,0,(i) Schlafzimmerbild No. 5 (Bedroom Picture No. 5)(ii) Schlafzimmerbild No. 6 (Bedroom Picture No. 6),1997,"EUR 3,000 - EUR 5,000",EUR 750,(i),26 Nov 2020,"10 Nov - 26 Nov 2020 | Online Auction 18281
Post-War & Contemporary Art Online"
Urs Lüthi ,B,Series,(i) Selbstportrait from the INDIZ-Series I (ii) Selbstportrait from the INDIZ-Series III,1973,"GBP 4,000 – GBP 6,000","GBP 4,750",(i),29 Sep 2016,"2016 | LIVE AUCTION 12724
FIRST OPEN | POST-WAR AND CONTEMPORARY ART | LONDON"
"LAURENCE STEPHEN LOWRY, R.A. ",1887,1976,Man Searching a Dustbin,1960,"GBP 80,000 - GBP 120,000","GBP 100,000",(22.9 x 20.3 cm.),2 Jul 2020,"15 Jun - 2 Jul 2020 | Online Auction 19641
People Watching: The Art of L.S. Lowry"
"William Hodges, R.A. ",1744,1797,"Matavie Bay in the Island of Otaheite (Matavai Bay, Tahiti)",0,"GBP 400,000 – GBP 600,000","GBP 659,250",(49.9 x 63.8cm.),29 Oct 2019,"2019 | LIVE AUCTION 17707
TOPOGRAPHICAL PICTURES INCLUDING SELECTIONS FROM THE KELTON COLLECTION"
"Dame Elisabeth Frink, R.A. ",1930,1993,Small Rolling Horse,1986,"GBP 60,000 – GBP 80,000","GBP 55,000",0,21 Nov 2013,"2013 | LIVE AUCTION 1158
MODERN BRITISH AND IRISH ART DAY SALE"
Paul Klee ,1879,1940,Physiognomisch nach M.B (Physiognomic after M.B),1925,"GBP 10,000 – GBP 15,000","GBP 10,625",(25.3 x 12.9 cm.),7 Feb 2013,"2013 | LIVE AUCTION 1104
IMPRESSIONIST/MODERN WORKS ON PAPER"
TRAVAIL ITALIEN,0,0,"TABLE BASSE, VERS 1950",0,"EUR 800 - EUR 1,200",EUR 500,0,27 May 2021,"11 May - 27 May 2021 | Online Auction 20147
Collection Marion Lambert - Vente Online"
PABLO PICASSO,0,0,"Taureau ailé contemplé par quatre enfants, plate 13 from La Suite Vollard",1934,"USD 30,000 – USD 40,000","USD 30,000",(23.5 x 29.5 cm.),5 Nov 2013,"2013 | LIVE AUCTION 3443
A DIALOGUE THROUGH ART: WORKS FROM THE JAN KRUGIER COLLECTION DAY SALE"
TOM WESSELMANN ,1931,2004,Study for Bedroom Painting #3,1968,"USD 25,000 - USD 35,000","USD 30,000",(10.5 x 12.7 cm.),17 Jul 2019,"9 Jul - 17 Jul 2019 | Online Auction 17443
First Open | Online"
Ross Bleckner ,1949,0,Untitled,2004,"USD 5,000 - USD 7,000","USD 3,750",(25.4 x 20.3 cm.),18 Dec 2019,"9 Dec - 18 Dec 2019 | Online Auction 17637
First Open | Online"
DAMIEN HIRST ,B,tip,Valium,0,"USD 6,000 - USD 8,000","USD 11,250",(1220 x 1220 mm.),21 Sep 2017,"12 Sep - 21 Sep 2017 | Online Auction 15074
Contemporary Edition"
Ghada Amer ,1963,0,Red & White Lovers,2002,"GBP 30,000 – GBP 40,000","GBP 72,500",(177.8 x 183cm.),8 Mar 2017,"2017 | LIVE AUCTION 14438
POST WAR & CONTEMPORARY ART DAY AUCTION"
EMMANUEL SOUGEZ ,1889,1972,"Untitled (Flowers in vase), 1930",0,"USD 8,000 – USD 12,000","USD 4,375",(33 x 25.4 cm.),2 Apr 2019,"2019 | LIVE AUCTION 17878
THE FACE OF THE CENTURY: PHOTOGRAPHS FROM A PRIVATE COLLECTION"
DIANA SCULTORI  AFTER FEDERICO ZUCCARO ,1536,1588,The Baptism of Saint Eustace,0,"GBP 2,000 - GBP 3,000","GBP 1,875",0,28 Jan 2021,"19 Jan - 28 Jan 2021 | Online Auction 20187
Old Master Prints"
Sohrab Sepehri ,Iranian,1980,Untitled (from the Abstract series),0,"USD 150,000 – USD 200,000","USD 287,500",(97 x 130cm.),22 Mar 2018,"2018 | LIVE AUCTION 15739
DUBAI: POST WAR AND CONTEMPORARY ART"
Georges Robin ,FRENCH,2003,A bridge over a river,0,"GBP 2,000 – GBP 3,000","GBP 2,750",(58 x 49 cm.),20 Jan 2016,"2016 | LIVE AUCTION 11799
19TH CENTURY EUROPEAN ART"
A GERMAN SILVER-GILT CUP AND COVER,38,GILT,"MARK OF PAULUS BRAUNACKER, NUREMBERG, CIRCA 1630",0,"GBP 5,000 – GBP 8,000","GBP 10,625",0,8 Jul 2015,"2015 | LIVE AUCTION 11670
THE COLLECTION OF A DISTINGUISHED SWISS GENTLEMAN"
Yves Tanguy ,1900,1955,Sans titre,1938,"GBP 50,000 – GBP 80,000","GBP 62,500",(7.9 x 24.2 cm.),23 Jun 2016,"2016 | LIVE AUCTION 11793
IMPRESSIONIST & MODERN ART WORKS ON PAPER"
Michelangelo Anselmi ,Lucca,1554,A seated sybil holding books and a tablet with a putto,0,"GBP 15,000 – GBP 25,000","GBP 43,750",(21.1 x 20.6 cm),3 Jul 2018,"2018 | LIVE AUCTION 15774
OLD MASTER & BRITISH DRAWINGS & WATERCOLOURS"
PABLO PICASSO ,1881,1973,Petit carré au soleil (A.R. 631),0,"USD 700 - USD 1,000","USD 2,500",(14.8 x 14.8 cm.),7 Dec 2020,"23 Nov - 7 Dec 2020 | Online Auction 18334
Picasso Ceramics"
LE CORBUSIER ,1887,1965,Two prints by the artist,0,"USD 4,000 - USD 6,000","USD 8,125",(1095 x 743 mm.),18 Nov 2021,"4 Nov - 18 Nov 2021 | Online Auction 20567
A Graphic Century - 1875-1975"
MAO LIZI ,0,0,NO SMOKING,1988,"CNY 60,000 – CNY 120,000","CNY 84,000",0,21 Sep 2018,"2018 | LIVE AUCTION 16305
FIRST OPEN | SHANGHAI"
Jasper Francis Cropsey ,1823,1900,Sunset on Greenwood Lake,1877,"USD 150,000 – USD 250,000","USD 271,500",(36.8 x 62.2 cm.),22 Nov 2016,"2016 | LIVE AUCTION 12165
AMERICAN ART"
Wassily Kandinsky ,1866,1944,Sans titre,1940,"USD 300,000 – USD 500,000","USD 495,000",(32.8 x 50.2 cm.),12 Nov 2019,"2019 | LIVE AUCTION 17659
IMPRESSIONIST AND MODERN ART WORKS ON PAPER"
BERENICE ABBOTT ,1898,1991,"Murlberry and Prince Streets, Manhattan, October 25, 1935",0,"EUR 6,000 – EUR 8,000","EUR 11,875",(8 x 10 in.),14 Nov 2014,"2014 | LIVE AUCTION 3632
NEW YORK PAR BÉRÉNICE ABBOTT COLLECTION KASPAR M FLEISCHMANN VENDUE AU PROFIT DU CENTRE DE PHOTOGRAPHIE DE L'UNIVERSITÉ DE ZURICH"
JASPER JOHNS ,0,0,Untitled,0,"USD 6,000 – USD 8,000","USD 7,500",(457 x 673 mm.),10 Mar 2021,"2021 | LIVE AUCTION 19622
CONTEMPORARY EDITION"
Sonia Delaunay ,1884,1979,Cercles rouge et vert,0,"EUR 7,000 – EUR 9,000","EUR 10,000",0,26 Mar 2015,"2015 | LIVE AUCTION 4014
OEUVRES MODERNES SUR PAPIER"
PABLO PICASSO ,1881,1973,Visage dans étoile (A.R. 30),1947,"GBP 3,000 - GBP 5,000","GBP 4,000",0,20 Jun 2019,"13 Jun - 20 Jun 2019 | Online Auction 17006
Picasso Ceramics Online"
Gaston La Touche ,French,1913,Sous les arbres,0,"GBP 5,000 – GBP 7,000","GBP 10,625",(60.5 x 60.5 cm.),10 Sep 2015,"2015 | LIVE AUCTION 10447
19TH CENTURY EUROPEAN ART"
Tauba Auerbach ,1981,0,Untitled Fold XIX,2010,0,0,(101.9 x 76.2 cm.),13 Nov 2013,"2013 | LIVE AUCTION 2793
POST-WAR AND CONTEMPORARY AFTERNOON SESSION"
A PAIR OF PATINATED PLASTER FIGURES OF TORCH-BEARING VESTALS,July,0,"BY HUMPHREY HOPPER (1767-1844), 1808",0,"GBP 4,000 – GBP 6,000","GBP 4,750",0,17 Nov 2016,"2016 | LIVE AUCTION 12247
THE ENGLISH COLLECTOR: ENGLISH FURNITURE, CLOCKS AND PORTRAIT MINIATURES"
Peter Lanyon ,1918,1964,Landscape and Cup (Annunciation),1946,"GBP 30,000 – GBP 50,000","GBP 102,500",(32.6 x 40.3 cm.),21 Mar 2018,"2018 | LIVE AUCTION 16044
MODERN | BRITISH & IRISH ART"
Sigmar Polke ,1941,2010,Untitled,1986,"GBP 400,000 – GBP 600,000","GBP 488,750",(70 x 90cm.),5 Oct 2018,"2018 | LIVE AUCTION 15486
POST WAR AND CONTEMPORARY ART DAY AUCTION"
Bernard Aubertin ,1934,2015,Sans titre,1969,"EUR 2,500 – EUR 3,500","EUR 6,875",0,20 Oct 2021,"2021 | LIVE AUCTION 20772
COLLECTION GERARD VALKIER : A LIFETIME JOURNEY WITH ART."
MARKUS RAETZ ,0,0,"DIE TOILETTE, 1970",0,"CHF 3,000 – CHF 5,000","CHF 1,875",0,18 Sep 2018,"2018 | LIVE AUCTION 14671
SWISS ART SALE"
FREDERIK MARINUS KRUSEMAN ,DUTCH,1882,A winter landscape with activites on the ice near a castle,0,"GBP 30,000 - GBP 50,000","GBP 35,000",(41.5 x 57.5 cm),29 Jul 2020,"7 Jul - 29 Jul 2020 | Online Auction 18829
British & European Art"
Osvaldo Licini ,1894,1958,Errante,0,"EUR 60,000 – EUR 80,000","EUR 60,000",0,20 Oct 2021,"2021 | LIVE AUCTION 20772
COLLECTION GERARD VALKIER : A LIFETIME JOURNEY WITH ART."
Andy Warhol ,1928,1987,Orchids,1983,"USD 12,000 - USD 18,000","USD 16,250",(80.6 x 59.7 cm.),15 Dec 2020,"1 Dec - 15 Dec 2020 | Online Auction 18985
First Open | Online"
Pablo Picasso ,1881,1973,Personnages no. 28,1963,"GBP 3,000 – GBP 5,000","GBP 8,125",0,18 Jun 2013,"2013 | LIVE AUCTION 9951
PICASSO CERAMICS"
HOWARD HODGKIN ,1932,2017,Night Palm,0,"GBP 7,000 - GBP 10,000","GBP 11,250",0,12 Apr 2019,"4 Apr - 12 Apr 2019 | Online Auction 18168
Feelings in Colour: The Graphic Art of Howard Hodgkin"
Walter Leblanc ,1932,1986,Torsions T.O. 135,1973,"EUR 20,000 – EUR 30,000","EUR 51,900",(in artist's frame),5 Nov 2014,"2014 | LIVE AUCTION 3049
POST-WAR AND CONTEMPORARY ART"
A NORTH ITALIAN REPOUSEE GILT-METAL-MOUNTED STAINED FRUITWOOD AND EBONY-INLAID TULIPWOOD AND KINGWOOD COMMODE,0,0,"ATTRIBUTED TO GIUSEPPE VIGLIONE, TURIN, LATE 18TH CENTURY",0,"GBP 4,000 - GBP 6,000","GBP 11,875",0,15 Oct 2020,"24 Sep - 15 Oct 2020 | Online Auction 18376
Works of Art from The Giuseppe Rossi Collection Sold to Benefit a Charity"
A PAIR OF DUTCH ROCOCO CARVED AND GILT-LIMEWOOD WALL BRACKETS,33,LIMEWOOD,MID-18TH CENTURY,0,"GBP 2,000 – GBP 3,000","GBP 2,125",0,22 May 2019,"2019 | LIVE AUCTION 17181
THE COLLECTOR: ENGLISH FURNITURE, WORKS OF ART AND PORTRAIT MINIATURES"
Hendrick Hondius I  after Antonio Tempesta ,1573,1650,The Months of the Year (Hollstein 70-81),70,GBP 500 – GBP 700,"GBP 1,000",(each),5 Dec 2012,"2012 | LIVE AUCTION 7572
OLD MASTER, DECORATIVE, MODERN & CONTEMPORARY PRINTS INCLUDING AN IMPORTANT PRIVATE COLLECTION BY LILL TSCHUDI"
HENRI MATISSE ,1869,1954,Grand visage,0,"USD 10,000 - USD 15,000","USD 20,000",(505 x 343 mm.),23 Jun 2021,"9 Jun - 23 Jun 2021 | Online Auction 20525
Matisse on Paper: Prints & Drawings from the Estate of Jacquelyn Miller Matisse, Online"
"Sir John Everett Millais, P.R.A. ",1829,1896,"Portrait of Lady Campbell, née Nina Lehmann",0,"GBP 400,000 – GBP 600,000","GBP 481,875",(129.5 x 86 cm.),11 Jul 2013,"2013 | LIVE AUCTION 1128
IMPORTANT VICTORIAN & BRITISH IMPRESSIONIST ART"
Sir Peter Markham Scott ,1909,1989,"Garganey ducks, blue-winged teals and northern shovelers",0,"GBP 1,500 – GBP 2,000","GBP 2,500",(61 x 50.8 cm.),27 Nov 2013,"2013 | LIVE AUCTION 9717
SPORTING & WILDLIFE ART"
Fernand Léger ,1881,1955,Femmes aux perroquets,1952,"USD 300,000 – USD 500,000","USD 667,500",(81 x 118 cm.),16 May 2017,"2017 | LIVE AUCTION 14186
IMPRESSIONIST AND MODERN ART DAY SALE"
